0.0000; 0.0000
0.0111; 0.1108
0.0166; 0.1664
0.0222; 0.2219
0.0277; 0.2775
0.0333; 0.3331
0.0389; 0.3886
0.0444; 0.4442
0.0500; 0.4997
0.0555; 0.5553
0.0611; 0.6108
0.0666; 0.6664
0.0722; 0.7219
0.0777; 0.7775
0.0833; 0.8331
0.0889; 0.8886
0.0944; 0.9442
0.1000; 0.9997
0.1055; 1.0553
0.1111; 1.1108
0.1166; 1.1664
0.1222; 1.2219
0.1277; 1.2775
0.1333; 1.3331
0.1389; 1.3886
0.1444; 1.4442
0.1500; 1.4997
0.1555; 1.5553
0.1611; 1.6108
0.1666; 1.6664
0.1722; 1.7219
0.1777; 1.7775
0.1833; 1.8331
0.1889; 1.8886
0.1944; 1.9442
0.2000; 1.9997
0.2055; 2.0553
0.2111; 2.1108
0.2166; 2.1664
0.2222; 2.2219
0.2277; 2.2775
0.2333; 2.3331
0.2389; 2.3886
0.2444; 2.4442
0.2500; 2.4997
0.2555; 2.5553
0.2611; 2.6108
0.2666; 2.6664
0.2722; 2.7219
0.2777; 2.7775
0.2833; 2.8331
0.2889; 2.8886
0.2944; 2.9442
0.3000; 2.9997
0.3055; 3.0553
0.3111; 3.1108
0.3166; 3.1664
0.3222; 3.2219
0.3277; 3.2775
0.3333; 3.3331
0.3389; 3.3886
0.3444; 3.4442
0.3500; 3.4997
0.3555; 3.5553
0.3611; 3.6108
0.3666; 3.6664
0.3722; 3.7219
0.3777; 3.7775
0.3833; 3.8331
0.3889; 3.8886
0.3944; 3.9442
0.4000; 3.9997
0.4055; 4.0553
0.4111; 4.1108
0.4166; 4.1664
0.4222; 4.2219
0.4277; 4.2775
0.4333; 4.3331
0.4389; 4.3886
0.4444; 4.4442
0.4500; 4.4997
0.4555; 4.5553
0.4611; 4.6108
0.4666; 4.6664
0.4722; 4.7219
0.4777; 4.7775
0.4833; 4.8331
0.4889; 4.8886
0.4944; 4.9442
0.5000; 4.9997
0.5055; 5.0553
0.5111; 5.1108
0.5166; 5.1664
0.5222; 5.2219
0.5277; 5.2775
0.5333; 5.3331
0.5389; 5.3886
0.5444; 5.4442
0.5500; 5.4997
0.5555; 5.5553
0.5611; 5.6108
0.5666; 5.6664
0.5722; 5.7219
0.5777; 5.7775
0.5833; 5.8331
0.5889; 5.8886
0.5944; 5.9442
0.6000; 5.9997
0.6055; 6.0553
0.6111; 6.1108
0.6166; 6.1664
0.6222; 6.2219
0.6277; 6.2775
0.6333; 6.3331
0.6389; 6.3886
0.6444; 6.4442
0.6500; 6.4997
0.6555; 6.5553
0.6611; 6.6108
0.6666; 6.6664
0.6722; 6.7219
0.6777; 6.7775
0.6833; 6.8331
0.6889; 6.8886
0.6944; 6.9442
0.7000; 6.9997
0.7055; 7.0553
0.7111; 7.1108
0.7166; 7.1664
0.7222; 7.2219
0.7277; 7.2775
0.7333; 7.3331
0.7389; 7.3886
0.7444; 7.4442
0.7500; 7.4997
0.7555; 7.5553
0.7611; 7.6108
0.7666; 7.6664
0.7722; 7.7219
0.7777; 7.7775
0.7833; 7.8331
0.7889; 7.8886
0.7944; 7.9442
0.8000; 7.9997
0.8055; 8.0553
0.8111; 8.1108
0.8166; 8.1664
0.8222; 8.2219
0.8277; 8.2775
0.8333; 8.3331
0.8389; 8.3886
0.8444; 8.4442
0.8500; 8.4997
0.8555; 8.5553
0.8611; 8.6108
0.8666; 8.6664
0.8722; 8.7219
0.8777; 8.7775
0.8833; 8.8331
0.8889; 8.8886
0.8944; 8.9442
0.9000; 8.9997
0.9055; 9.0553
0.9111; 9.1108
0.9166; 9.1664
0.9222; 9.2219
0.9277; 9.2775
0.9333; 9.3331
0.9389; 9.3886
0.9444; 9.4442
0.9500; 9.4997
0.9555; 9.5553
0.9611; 9.6108
0.9666; 9.6664
0.9722; 9.7219
0.9777; 9.7775
0.9833; 9.8331
0.9889; 9.8886
0.9944; 9.9442
1.0000; 9.9997
1.0055; 10.0553
1.0111; 10.1108
1.0166; 10.1664
1.0222; 10.2219
1.0277; 10.2775
1.0333; 10.3331
1.0389; 10.3886
1.0444; 10.4442
1.0500; 10.4997
1.0555; 10.5553
1.0611; 10.6108
1.0666; 10.6664
1.0722; 10.7219
1.0777; 10.7775
1.0833; 10.8331
